,game_id,matchday,team_homes,team_aways,p_home_win,p_away_win,p_draw,p_home_score,p_away_score
11,2228936,4,Verona,Roma,38.61,38.2,23.2,"[0.199, 0.314, 0.255, 0.143, 0.055999999999999994, 0.019000000000000003]","[0.202, 0.312, 0.256, 0.13699999999999998, 0.059, 0.02]"
12,2228937,4,Inter,Bologna,19.45,18.74,61.81,"[0.756, 0.21200000000000002, 0.029, 0.002, 0.0, 0.0]","[0.761, 0.20700000000000002, 0.028999999999999998, 0.002, 0.0, 0.0]"
13,2228938,4,Juventus,Milan,32.43,32.05,35.52,"[0.447, 0.35900000000000004, 0.144, 0.039, 0.008, 0.001]","[0.452, 0.35800000000000004, 0.13899999999999998, 0.041, 0.007, 0.001]"
14,2228939,4,Lazio,Cagliari,26.48,26.22,47.29,"[0.615, 0.29500000000000004, 0.07500000000000001, 0.013000000000000001, 0.001, 0.0]","[0.6160000000000001, 0.29900000000000004, 0.07200000000000001, 0.011, 0.001, 0.0]"
15,2228940,4,Salernitana,Atalanta,30.1,31.33,38.57,"[0.502, 0.343, 0.12300000000000001, 0.028, 0.004, 0.0]","[0.49300000000000005, 0.346, 0.125, 0.030000000000000002, 0.006, 0.0]"
16,2228941,4,Sassuolo,Torino,21.88,21.5,56.62,"[0.7120000000000001, 0.242, 0.043, 0.004, 0.0, 0.0]","[0.7160000000000001, 0.24000000000000002, 0.041, 0.004, 0.0, 0.0]"
17,2228942,4,Udinese,Napoli,34.23,33.92,31.85,"[0.391, 0.36400000000000005, 0.17, 0.056, 0.013999999999999999, 0.003]","[0.387, 0.37100000000000005, 0.171, 0.053000000000000005, 0.013999999999999999, 0.002]"
18,2228944,5,Atalanta,Sassuolo,38.38,37.64,23.98,"[0.20400000000000001, 0.321, 0.262, 0.13599999999999998, 0.055, 0.017]","[0.20500000000000002, 0.327, 0.262, 0.13, 0.054, 0.017]"
19,2228945,5,Bologna,Genoa,32.53,33.18,34.28,"[0.429, 0.36400000000000005, 0.152, 0.043000000000000003, 0.01, 0.002]","[0.424, 0.36400000000000005, 0.157, 0.043000000000000003, 0.01, 0.002]"
20,2228946,5,Cagliari,Empoli,29.86,29.09,41.05,"[0.536, 0.33299999999999996, 0.106, 0.023, 0.004, 0.0]","[0.542, 0.33499999999999996, 0.102, 0.019000000000000003, 0.004, 0.0]"
21,2228947,5,Fiorentina,Inter,34.98,34.36,30.66,"[0.36000000000000004, 0.36800000000000005, 0.18800000000000003, 0.064, 0.013999999999999999, 0.002]","[0.36500000000000005, 0.36200000000000004, 0.18800000000000003, 0.06299999999999999, 0.016, 0.002]"
22,2228948,5,Milan,Venezia,32.42,33.02,34.55,"[0.442, 0.36000000000000004, 0.146, 0.041, 0.008, 0.002]","[0.432, 0.36800000000000005, 0.148, 0.042, 0.008, 0.001]"
23,2228949,5,Roma,Udinese,27.83,27.58,44.58,"[0.5880000000000001, 0.31100000000000005, 0.083, 0.015, 0.002, 0.0]","[0.5890000000000001, 0.31000000000000005, 0.085, 0.013000000000000001, 0.002, 0.0]"
24,2228950,5,Salernitana,Verona,23.04,22.76,54.2,"[0.684, 0.261, 0.049, 0.007, 0.001, 0.0]","[0.687, 0.262, 0.047, 0.005, 0.001, 0.0]"
25,2228951,5,Sampdoria,Napoli,36.0,36.39,27.61,"[0.29800000000000004, 0.363, 0.215, 0.091, 0.026000000000000002, 0.006]","[0.29700000000000004, 0.357, 0.22, 0.089, 0.028000000000000004, 0.008]"
26,2228952,5,Spezia,Juventus,32.82,32.91,34.27,"[0.435, 0.36300000000000004, 0.151, 0.039, 0.009000000000000001, 0.001]","[0.437, 0.36100000000000004, 0.148, 0.043000000000000003, 0.008, 0.001]"
27,2228953,5,Torino,Lazio,32.97,32.58,34.45,"[0.433, 0.36200000000000004, 0.153, 0.041, 0.010000000000000002, 0.001]","[0.435, 0.36400000000000005, 0.149, 0.042, 0.008, 0.002]"
28,2228954,6,Empoli,Bologna,25.71,26.91,47.37,"[0.6220000000000001, 0.29300000000000004, 0.07100000000000001, 0.013000000000000001, 0.001, 0.0]","[0.611, 0.30500000000000005, 0.07200000000000001, 0.011, 0.001, 0.0]"
29,2228955,6,Genoa,Verona,33.82,33.16,33.02,"[0.402, 0.37000000000000005, 0.165, 0.053000000000000005, 0.010000000000000002, 0.002]","[0.404, 0.36800000000000005, 0.166, 0.049, 0.013000000000000001, 0.002]"
30,2228956,6,Inter,Atalanta,34.21,34.24,31.55,"[0.38500000000000006, 0.36500000000000005, 0.17900000000000002, 0.05500000000000001, 0.012, 0.003]","[0.384, 0.36600000000000005, 0.17500000000000002, 0.057, 0.015, 0.002]"
31,2228957,6,Juventus,Sampdoria,31.5,30.89,37.6,"[0.47700000000000004, 0.35600000000000004, 0.128, 0.032, 0.006, 0.0]","[0.48600000000000004, 0.34700000000000003, 0.127, 0.032, 0.006, 0.001]"
32,2228958,6,Lazio,Roma,35.09,35.57,29.35,"[0.325, 0.36900000000000005, 0.2, 0.07700000000000001, 0.020999999999999998, 0.005]","[0.327, 0.36300000000000004, 0.20500000000000002, 0.07700000000000001, 0.020000000000000004, 0.005]"
33,2228959,6,Napoli,Cagliari,32.13,32.7,35.17,"[0.444, 0.35800000000000004, 0.149, 0.041, 0.008, 0.0]","[0.438, 0.36300000000000004, 0.148, 0.041, 0.009000000000000001, 0.001]"
34,2228960,6,Sassuolo,Salernitana,27.46,27.57,44.97,"[0.5860000000000001, 0.31400000000000006, 0.08400000000000002, 0.013999999999999999, 0.001, 0.0]","[0.587, 0.31000000000000005, 0.084, 0.016, 0.002, 0.0]"
35,2228961,6,Spezia,Milan,31.95,32.02,36.03,"[0.461, 0.36000000000000004, 0.13699999999999998, 0.033, 0.005, 0.001]","[0.458, 0.35700000000000004, 0.13999999999999999, 0.034, 0.007, 0.001]"
36,2228962,6,Udinese,Fiorentina,33.41,34.01,32.58,"[0.4, 0.36600000000000005, 0.165, 0.052000000000000005, 0.013000000000000001, 0.003]","[0.394, 0.36700000000000005, 0.171, 0.052000000000000005, 0.013000000000000001, 0.002]"
37,2228963,6,Venezia,Torino,33.48,33.61,32.91,"[0.41100000000000003, 0.36100000000000004, 0.165, 0.051000000000000004, 0.012, 0.002]","[0.404, 0.37200000000000005, 0.161, 0.052000000000000005, 0.011, 0.002]"
38,2228964,7,Atalanta,Milan,34.33,35.2,30.48,"[0.37400000000000005, 0.36500000000000005, 0.18400000000000002, 0.057999999999999996, 0.015, 0.003]","[0.36600000000000005, 0.37300000000000005, 0.17900000000000002, 0.061, 0.017, 0.003]"
39,2228965,7,Bologna,Lazio,31.6,30.86,37.54,"[0.47900000000000004, 0.353, 0.132, 0.031000000000000003, 0.005, 0.0]","[0.48600000000000004, 0.34900000000000003, 0.127, 0.032, 0.006, 0.0]"
40,2228966,7,Cagliari,Venezia,32.63,32.02,35.35,"[0.443, 0.36600000000000005, 0.144, 0.038, 0.008, 0.001]","[0.448, 0.36000000000000004, 0.144, 0.039, 0.007, 0.002]"
41,2228967,7,Fiorentina,Napoli,37.13,37.75,25.11,"[0.251, 0.338, 0.23900000000000002, 0.116, 0.04100000000000001, 0.009000000000000001]","[0.24500000000000002, 0.341, 0.24300000000000002, 0.115, 0.037000000000000005, 0.013000000000000001]"
42,2228968,7,Verona,Spezia,28.06,27.58,44.37,"[0.5770000000000001, 0.31800000000000006, 0.08700000000000001, 0.016, 0.002, 0.0]","[0.5830000000000001, 0.31600000000000006, 0.083, 0.016, 0.002, 0.0]"
43,2228969,7,Roma,Empoli,31.98,32.38,35.64,"[0.46, 0.35900000000000004, 0.136, 0.037, 0.007, 0.0]","[0.457, 0.35600000000000004, 0.141, 0.036, 0.008, 0.001]"
44,2228970,7,Salernitana,Genoa,32.6,32.84,34.56,"[0.434, 0.36600000000000005, 0.149, 0.041, 0.010000000000000002, 0.002]","[0.433, 0.36500000000000005, 0.153, 0.041, 0.008, 0.002]"
45,2228971,7,Sampdoria,Udinese,27.09,27.17,45.74,"[0.593, 0.31000000000000005, 0.08200000000000002, 0.015, 0.001, 0.0]","[0.591, 0.31400000000000006, 0.08000000000000002, 0.014000000000000002, 0.002, 0.0]"
46,2228972,7,Sassuolo,Inter,36.67,36.62,26.71,"[0.28800000000000003, 0.361, 0.22, 0.092, 0.029, 0.006]","[0.29100000000000004, 0.358, 0.222, 0.092, 0.028, 0.005]"
47,2228973,7,Torino,Juventus,35.7,36.09,28.21,"[0.31700000000000006, 0.36500000000000005, 0.21, 0.07700000000000001, 0.024, 0.005]","[0.32300000000000006, 0.35800000000000004, 0.20600000000000002, 0.082, 0.024, 0.005]"
48,2228974,8,Cagliari,Sampdoria,31.65,30.84,37.52,"[0.48400000000000004, 0.351, 0.127, 0.03, 0.006, 0.0]","[0.494, 0.34400000000000003, 0.126, 0.028, 0.006, 0.0]"
49,2228975,8,Empoli,Atalanta,35.68,35.78,28.54,"[0.327, 0.37200000000000005, 0.20000000000000004, 0.07200000000000001, 0.022, 0.004]","[0.328, 0.36400000000000005, 0.20400000000000001, 0.07400000000000001, 0.022, 0.005]"
50,2228976,8,Genoa,Sassuolo,36.98,36.92,26.1,"[0.254, 0.349, 0.24000000000000002, 0.105, 0.036, 0.008]","[0.256, 0.346, 0.23500000000000001, 0.11, 0.036000000000000004, 0.009000000000000001]"
51,2228977,8,Juventus,Roma,35.94,35.84,28.21,"[0.30700000000000005, 0.361, 0.21200000000000002, 0.086, 0.024, 0.005]","[0.30600000000000005, 0.36, 0.219, 0.08200000000000002, 0.023000000000000003, 0.005]"
52,2228978,8,Lazio,Inter,37.21,37.21,25.57,"[0.246, 0.34500000000000003, 0.24300000000000002, 0.109, 0.04000000000000001, 0.010000000000000002]","[0.24300000000000002, 0.346, 0.24500000000000002, 0.109, 0.04, 0.010000000000000002]"
53,2228979,8,Milan,Verona,35.68,34.97,29.35,"[0.34400000000000003, 0.36800000000000005, 0.19800000000000004, 0.068, 0.02, 0.004]","[0.34600000000000003, 0.36800000000000005, 0.19500000000000003, 0.07, 0.019000000000000003, 0.004]"
54,2228980,8,Napoli,Torino,33.02,34.09,32.88,"[0.41200000000000003, 0.36500000000000005, 0.162, 0.049, 0.010000000000000002, 0.002]","[0.405, 0.37000000000000005, 0.164, 0.047, 0.012, 0.002]"
55,2228981,8,Spezia,Salernitana,31.15,30.34,38.52,"[0.502, 0.35, 0.116, 0.026, 0.005, 0.0]","[0.508, 0.34199999999999997, 0.116, 0.027, 0.006, 0.0]"
56,2228982,8,Udinese,Bologna,32.87,33.54,33.6,"[0.41500000000000004, 0.36600000000000005, 0.165, 0.044000000000000004, 0.008, 0.002]","[0.40900000000000003, 0.36800000000000005, 0.163, 0.04800000000000001, 0.01, 0.002]"
57,2228983,8,Venezia,Fiorentina,33.98,34.02,32.0,"[0.397, 0.36900000000000005, 0.168, 0.051000000000000004, 0.012, 0.002]","[0.4, 0.36400000000000005, 0.169, 0.051000000000000004, 0.013000000000000001, 0.002]"
58,2228984,9,Atalanta,Udinese,33.08,32.88,34.03,"[0.417, 0.36900000000000005, 0.156, 0.044000000000000004, 0.011000000000000003, 0.002]","[0.419, 0.36500000000000005, 0.157, 0.046000000000000006, 0.01, 0.002]"
59,2228985,9,Bologna,Milan,36.8,36.67,26.53,"[0.28300000000000003, 0.356, 0.224, 0.09599999999999999, 0.031, 0.008]","[0.281, 0.36, 0.225, 0.094, 0.03, 0.008]"
60,2228986,9,Fiorentina,Cagliari,30.14,30.42,39.43,"[0.515, 0.33899999999999997, 0.115, 0.026, 0.005, 0.0]","[0.513, 0.33699999999999997, 0.12000000000000001, 0.024, 0.005, 0.001]"
61,2228987,9,Verona,Lazio,28.04,28.36,43.6,"[0.5690000000000001, 0.32199999999999995, 0.089, 0.016, 0.002, 0.0]","[0.5690000000000001, 0.322, 0.089, 0.016, 0.002, 0.0]"
62,2228988,9,Inter,Juventus,36.34,35.82,27.84,"[0.30900000000000005, 0.361, 0.213, 0.086, 0.025, 0.005]","[0.30800000000000005, 0.365, 0.208, 0.086, 0.024, 0.008]"
63,2228989,9,Roma,Napoli,37.92,37.02,25.06,"[0.23500000000000001, 0.337, 0.248, 0.121, 0.04, 0.011000000000000003]","[0.234, 0.343, 0.24400000000000002, 0.116, 0.042, 0.013]"
64,2228990,9,Salernitana,Empoli,30.31,30.65,39.03,"[0.506, 0.347, 0.114, 0.028, 0.005, 0.0]","[0.503, 0.349, 0.113, 0.029, 0.006, 0.0]"
65,2228991,9,Sampdoria,Spezia,31.2,29.51,39.28,"[0.505, 0.344, 0.116, 0.027, 0.005, 0.0]","[0.517, 0.34299999999999997, 0.109, 0.024, 0.004, 0.0]"
66,2228992,9,Sassuolo,Venezia,32.52,32.5,34.98,"[0.443, 0.36200000000000004, 0.146, 0.038, 0.008, 0.001]","[0.44, 0.36600000000000005, 0.146, 0.037000000000000005, 0.007, 0.002]"
67,2228993,9,Torino,Genoa,32.71,33.47,33.82,"[0.424, 0.36100000000000004, 0.159, 0.045, 0.01, 0.001]","[0.417, 0.36900000000000005, 0.156, 0.045000000000000005, 0.01, 0.003]"
68,2228994,10,Cagliari,Roma,34.03,34.02,31.95,"[0.386, 0.37200000000000005, 0.169, 0.057, 0.012, 0.002]","[0.388, 0.37300000000000005, 0.169, 0.054000000000000006, 0.012, 0.002]"
69,2228995,10,Empoli,Inter,37.61,36.7,25.69,"[0.254, 0.34199999999999997, 0.24100000000000002, 0.112, 0.036000000000000004, 0.008]","[0.256, 0.352, 0.234, 0.107, 0.034, 0.010000000000000002]"
70,2228996,10,Juventus,Sassuolo,37.95,37.97,24.08,"[0.198, 0.32, 0.26, 0.138, 0.056, 0.016]","[0.202, 0.32, 0.25999999999999995, 0.134, 0.055, 0.017]"
71,2228997,10,Lazio,Fiorentina,31.91,32.62,35.47,"[0.451, 0.35500000000000004, 0.144, 0.038, 0.008, 0.002]","[0.447, 0.36000000000000004, 0.148, 0.034999999999999996, 0.008, 0.0]"
72,2228998,10,Milan,Torino,34.37,34.31,31.32,"[0.37200000000000005, 0.37000000000000005, 0.18000000000000002, 0.061, 0.013999999999999999, 0.004]","[0.37700000000000006, 0.36400000000000005, 0.18200000000000002, 0.062, 0.014000000000000002, 0.002]"
73,2228999,10,Napoli,Bologna,35.78,36.06,28.16,"[0.30700000000000005, 0.367, 0.208, 0.08600000000000001, 0.024, 0.004]","[0.30500000000000005, 0.364, 0.215, 0.082, 0.024, 0.006]"
74,2229000,10,Sampdoria,Atalanta,39.51,38.77,21.73,"[0.162, 0.29200000000000004, 0.265, 0.162, 0.07100000000000001, 0.028000000000000004]","[0.167, 0.29600000000000004, 0.262, 0.157, 0.07300000000000001, 0.025]"
75,2229001,10,Spezia,Genoa,34.38,34.38,31.24,"[0.37000000000000005, 0.36800000000000005, 0.18000000000000002, 0.057999999999999996, 0.017, 0.003]","[0.37100000000000005, 0.36900000000000005, 0.18000000000000002, 0.06, 0.013999999999999999, 0.002]"
76,2229002,10,Udinese,Verona,37.05,36.39,26.55,"[0.26199999999999996, 0.354, 0.234, 0.104, 0.033, 0.008]","[0.266, 0.355, 0.23, 0.10099999999999999, 0.034, 0.009000000000000001]"
77,2229003,10,Venezia,Salernitana,32.07,32.06,35.87,"[0.459, 0.35500000000000004, 0.14300000000000002, 0.034999999999999996, 0.006, 0.0]","[0.457, 0.35800000000000004, 0.139, 0.035, 0.007, 0.002]"
78,2229004,11,Atalanta,Lazio,30.47,30.73,38.8,"[0.501, 0.346, 0.12000000000000001, 0.027, 0.004, 0.0]","[0.5, 0.34199999999999997, 0.12200000000000001, 0.029, 0.005, 0.0]"
79,2229005,11,Bologna,Cagliari,28.16,28.17,43.68,"[0.558, 0.33099999999999996, 0.09, 0.017, 0.003, 0.0]","[0.5640000000000001, 0.321, 0.096, 0.015, 0.003, 0.0]"
80,2229006,11,Fiorentina,Spezia,32.76,32.2,35.04,"[0.445, 0.36000000000000004, 0.144, 0.041, 0.006, 0.003]","[0.448, 0.36000000000000004, 0.144, 0.039, 0.008, 0.0]"
81,2229007,11,Genoa,Venezia,28.54,28.84,42.62,"[0.554, 0.32999999999999996, 0.09399999999999999, 0.020000000000000004, 0.003, 0.0]","[0.552, 0.32999999999999996, 0.09699999999999999, 0.019000000000000003, 0.003, 0.0]"
82,2229008,11,Verona,Juventus,35.83,36.07,28.1,"[0.30300000000000005, 0.362, 0.214, 0.08700000000000001, 0.026000000000000002, 0.004]","[0.30000000000000004, 0.36, 0.218, 0.08700000000000001, 0.026000000000000002, 0.005]"
83,2229009,11,Inter,Udinese,33.17,33.33,33.5,"[0.426, 0.36300000000000004, 0.156, 0.042, 0.011000000000000001, 0.002]","[0.423, 0.36600000000000005, 0.155, 0.044000000000000004, 0.01, 0.002]"
84,2229010,11,Roma,Milan,37.23,37.62,25.14,"[0.24000000000000002, 0.343, 0.24700000000000003, 0.111, 0.04000000000000001, 0.011000000000000001]","[0.24600000000000002, 0.3320000000000001, 0.24800000000000003, 0.116, 0.04, 0.010000000000000002]"
85,2229011,11,Salernitana,Napoli,36.49,36.17,27.34,"[0.28900000000000003, 0.357, 0.222, 0.091, 0.024, 0.008]","[0.29000000000000004, 0.36, 0.22, 0.088, 0.025, 0.008]"
86,2229012,11,Sassuolo,Empoli,34.16,34.44,31.39,"[0.379, 0.37000000000000005, 0.17500000000000002, 0.05800000000000001, 0.014000000000000002, 0.002]","[0.377, 0.36900000000000005, 0.17800000000000002, 0.059, 0.012, 0.003]"
87,2229013,11,Torino,Sampdoria,34.67,34.33,31.0,"[0.37700000000000006, 0.36400000000000005, 0.17800000000000002, 0.062, 0.017, 0.002]","[0.37900000000000006, 0.36600000000000005, 0.18100000000000002, 0.057, 0.014000000000000002, 0.003]"
88,2229014,12,Cagliari,Atalanta,38.93,38.71,22.36,"[0.14900000000000002, 0.29600000000000004, 0.264, 0.164, 0.07800000000000001, 0.027000000000000003]","[0.15600000000000003, 0.28900000000000003, 0.267, 0.163, 0.07600000000000001, 0.027000000000000003]"
89,2229015,12,Empoli,Genoa,33.18,33.78,33.03,"[0.401, 0.36400000000000005, 0.169, 0.052, 0.011000000000000001, 0.003]","[0.397, 0.36900000000000005, 0.166, 0.053000000000000005, 0.012, 0.003]"
90,2229016,12,Juventus,Fiorentina,29.72,29.73,40.55,"[0.525, 0.33999999999999997, 0.106, 0.022, 0.003, 0.0]","[0.525, 0.33899999999999997, 0.106, 0.023, 0.003, 0.0]"
91,2229017,12,Lazio,Salernitana,34.84,34.97,30.2,"[0.35100000000000003, 0.36700000000000005, 0.19500000000000003, 0.064, 0.018000000000000002, 0.003]","[0.35000000000000003, 0.36400000000000005, 0.19800000000000004, 0.066, 0.017, 0.003]"
92,2229018,12,Milan,Inter,38.48,37.44,24.08,"[0.227, 0.336, 0.247, 0.123, 0.045000000000000005, 0.015]","[0.232, 0.341, 0.24300000000000002, 0.11900000000000001, 0.045, 0.013000000000000001]"
93,2229019,12,Napoli,Verona,34.67,35.15,30.17,"[0.34700000000000003, 0.36800000000000005, 0.19600000000000004, 0.066, 0.018000000000000002, 0.004]","[0.343, 0.37600000000000006, 0.19400000000000003, 0.064, 0.018000000000000002, 0.004]"
94,2229020,12,Sampdoria,Bologna,34.72,35.33,29.95,"[0.35700000000000004, 0.36300000000000004, 0.194, 0.063, 0.015, 0.003]","[0.35400000000000004, 0.36700000000000005, 0.18800000000000003, 0.067, 0.016, 0.003]"
95,2229021,12,Spezia,Torino,31.41,31.35,37.23,"[0.488, 0.34700000000000003, 0.129, 0.030000000000000002, 0.006, 0.001]","[0.48900000000000005, 0.348, 0.126, 0.031, 0.006, 0.001]"
96,2229022,12,Udinese,Sassuolo,37.44,37.05,25.52,"[0.26, 0.35, 0.23600000000000002, 0.106, 0.035, 0.010000000000000002]","[0.263, 0.349, 0.23600000000000002, 0.105, 0.035, 0.009000000000000001]"
97,2229023,12,Venezia,Roma,36.29,36.68,27.03,"[0.28300000000000003, 0.363, 0.219, 0.092, 0.031, 0.007]","[0.28200000000000003, 0.36, 0.223, 0.095, 0.028999999999999998, 0.006]"
98,2229024,13,Atalanta,Spezia,31.77,30.1,38.12,"[0.48900000000000005, 0.35, 0.127, 0.028, 0.004, 0.0]","[0.502, 0.343, 0.12100000000000001, 0.027, 0.005, 0.0]"
99,2229025,13,Bologna,Venezia,27.15,27.77,45.08,"[0.5850000000000001, 0.314, 0.082, 0.016, 0.002, 0.0]","[0.5780000000000001, 0.318, 0.08600000000000001, 0.016, 0.001, 0.0]"
100,2229026,13,Fiorentina,Milan,36.74,36.59,26.66,"[0.279, 0.358, 0.227, 0.093, 0.03, 0.008]","[0.28700000000000003, 0.348, 0.224, 0.09699999999999999, 0.030999999999999996, 0.008]"
101,2229027,13,Genoa,Roma,38.27,38.57,23.16,"[0.203, 0.318, 0.257, 0.13499999999999998, 0.054, 0.018000000000000002]","[0.199, 0.323, 0.257, 0.13699999999999998, 0.051000000000000004, 0.018000000000000002]"
102,2229028,13,Verona,Empoli,34.03,33.93,32.03,"[0.38700000000000007, 0.37100000000000005, 0.17200000000000001, 0.053000000000000005, 0.013000000000000001, 0.003]","[0.385, 0.36900000000000005, 0.17600000000000002, 0.053000000000000005, 0.014000000000000002, 0.002]"
103,2229029,13,Inter,Napoli,35.8,35.32,28.88,"[0.321, 0.36300000000000004, 0.20600000000000002, 0.07900000000000001, 0.022, 0.004]","[0.324, 0.36600000000000005, 0.203, 0.07500000000000001, 0.022, 0.005]"
104,2229030,13,Lazio,Juventus,34.21,33.5,32.3,"[0.396, 0.37200000000000005, 0.169, 0.048, 0.011000000000000001, 0.002]","[0.403, 0.36700000000000005, 0.166, 0.048, 0.012, 0.002]"
105,2229031,13,Salernitana,Sampdoria,33.07,31.93,35.0,"[0.432, 0.36300000000000004, 0.155, 0.039, 0.009000000000000001, 0.002]","[0.44, 0.36500000000000005, 0.144, 0.041, 0.009000000000000001, 0.001]"
106,2229032,13,Sassuolo,Cagliari,20.88,20.92,58.2,"[0.7260000000000001, 0.232, 0.039, 0.004, 0.0, 0.0]","[0.7250000000000001, 0.233, 0.039, 0.004, 0.0, 0.0]"
107,2229033,13,Torino,Udinese,31.66,32.06,36.29,"[0.46900000000000003, 0.35000000000000003, 0.13799999999999998, 0.033999999999999996, 0.005, 0.001]","[0.46, 0.36000000000000004, 0.136, 0.033, 0.007, 0.001]"
108,2229034,14,Cagliari,Salernitana,33.16,33.02,33.83,"[0.429, 0.36400000000000005, 0.152, 0.044, 0.009000000000000001, 0.002]","[0.429, 0.36700000000000005, 0.152, 0.04, 0.010000000000000002, 0.002]"
109,2229035,14,Empoli,Fiorentina,26.46,26.88,46.66,"[0.609, 0.30200000000000005, 0.07500000000000001, 0.012, 0.002, 0.0]","[0.604, 0.30600000000000005, 0.07600000000000001, 0.012, 0.002, 0.0]"
110,2229036,14,Juventus,Atalanta,40.28,39.81,19.91,"[0.111, 0.23600000000000002, 0.25899999999999995, 0.194, 0.10300000000000001, 0.047]","[0.109, 0.24000000000000002, 0.26199999999999996, 0.189, 0.10400000000000001, 0.046]"
111,2229037,14,Milan,Sassuolo,36.42,37.15,26.43,"[0.28900000000000003, 0.361, 0.217, 0.092, 0.028999999999999998, 0.006]","[0.28700000000000003, 0.356, 0.223, 0.092, 0.029999999999999995, 0.006]"
112,2229038,14,Napoli,Lazio,33.02,33.05,33.94,"[0.427, 0.36700000000000005, 0.15, 0.044000000000000004, 0.009000000000000001, 0.001]","[0.429, 0.36100000000000004, 0.155, 0.043000000000000003, 0.009000000000000001, 0.001]"
113,2229039,14,Roma,Torino,28.9,29.34,41.75,"[0.545, 0.32799999999999996, 0.102, 0.019000000000000003, 0.004, 0.0]","[0.541, 0.33399999999999996, 0.09999999999999999, 0.020000000000000004, 0.003, 0.0]"
114,2229040,14,Sampdoria,Verona,33.72,33.35,32.93,"[0.401, 0.36600000000000005, 0.166, 0.052000000000000005, 0.013000000000000001, 0.002]","[0.401, 0.36500000000000005, 0.17, 0.051000000000000004, 0.011, 0.002]"
115,2229041,14,Spezia,Bologna,32.92,32.63,34.45,"[0.444, 0.36200000000000004, 0.146, 0.038, 0.008, 0.002]","[0.449, 0.36200000000000004, 0.142, 0.038, 0.007, 0.002]"
116,2229042,14,Udinese,Genoa,33.7,32.66,33.63,"[0.418, 0.36200000000000004, 0.164, 0.045000000000000005, 0.01, 0.002]","[0.426, 0.36300000000000004, 0.157, 0.044, 0.010000000000000002, 0.001]"
117,2229043,14,Venezia,Inter,37.59,37.66,24.75,"[0.234, 0.34500000000000003, 0.24900000000000003, 0.116, 0.039, 0.011000000000000001]","[0.23800000000000002, 0.34, 0.246, 0.115, 0.042, 0.013000000000000001]"
118,2229044,15,Atalanta,Venezia,24.5,24.54,50.97,"[0.649, 0.279, 0.061, 0.009000000000000001, 0.002, 0.0]","[0.65, 0.281, 0.06, 0.008, 0.001, 0.0]"
119,2229045,15,Bologna,Roma,39.39,38.77,21.83,"[0.159, 0.29200000000000004, 0.259, 0.166, 0.07600000000000001, 0.028000000000000004]","[0.16, 0.29700000000000004, 0.262, 0.15900000000000003, 0.07400000000000001, 0.028000000000000004]"
120,2229046,15,Fiorentina,Sampdoria,33.77,33.73,32.5,"[0.401, 0.36500000000000005, 0.171, 0.04900000000000001, 0.011, 0.002]","[0.4, 0.36700000000000005, 0.167, 0.052, 0.011, 0.002]"
121,2229047,15,Genoa,Milan,36.31,36.15,27.53,"[0.30000000000000004, 0.362, 0.213, 0.08600000000000001, 0.029, 0.007]","[0.30400000000000005, 0.35400000000000004, 0.22, 0.08700000000000001, 0.026000000000000002, 0.006]"
122,2229048,15,Verona,Cagliari,24.55,24.3,51.14,"[0.653, 0.278, 0.061000000000000006, 0.009000000000000001, 0.001, 0.0]","[0.655, 0.277, 0.059000000000000004, 0.010000000000000002, 0.001, 0.0]"
123,2229049,15,Inter,Spezia,27.08,27.54,45.38,"[0.5930000000000001, 0.31100000000000005, 0.07800000000000001, 0.014000000000000002, 0.001, 0.0]","[0.59, 0.30900000000000005, 0.082, 0.015, 0.001, 0.0]"
124,2229050,15,Lazio,Udinese,30.0,30.35,39.65,"[0.517, 0.33899999999999997, 0.11, 0.028, 0.004, 0.0]","[0.512, 0.33999999999999997, 0.115, 0.026, 0.005, 0.0]"
125,2229051,15,Salernitana,Juventus,35.32,35.69,28.99,"[0.342, 0.36200000000000004, 0.19900000000000004, 0.07, 0.02, 0.003]","[0.338, 0.36800000000000005, 0.20000000000000004, 0.069, 0.018000000000000002, 0.003]"
126,2229052,15,Sassuolo,Napoli,35.47,35.7,28.83,"[0.33, 0.36400000000000005, 0.203, 0.07700000000000001, 0.020000000000000004, 0.005]","[0.33, 0.36600000000000005, 0.201, 0.07600000000000001, 0.020000000000000004, 0.006]"
127,2229053,15,Torino,Empoli,35.39,34.98,29.63,"[0.335, 0.36700000000000005, 0.20000000000000004, 0.07300000000000001, 0.019000000000000003, 0.004]","[0.339, 0.36600000000000005, 0.20000000000000004, 0.07100000000000001, 0.018000000000000002, 0.004]"
128,2229054,16,Bologna,Fiorentina,34.36,33.86,31.79,"[0.37500000000000006, 0.36800000000000005, 0.17800000000000002, 0.059, 0.015, 0.003]","[0.38000000000000006, 0.36600000000000005, 0.17400000000000002, 0.061, 0.015, 0.002]"
129,2229055,16,Cagliari,Torino,30.96,30.0,39.03,"[0.49900000000000005, 0.341, 0.125, 0.029, 0.005, 0.0]","[0.502, 0.34400000000000003, 0.12100000000000001, 0.028, 0.003, 0.001]"
130,2229056,16,Empoli,Udinese,32.91,32.81,34.28,"[0.426, 0.36100000000000004, 0.156, 0.043000000000000003, 0.008, 0.001]","[0.424, 0.36500000000000005, 0.153, 0.044000000000000004, 0.008, 0.001]"
